year,section,SA_4,imp_exp,partner_code,tradevalue
2017,4,2106,2,156,3209800
2017,4,2106,2,170,23940500
2017,4,2106,2,188,21604200
2017,4,2106,2,214,7151360
2017,4,2106,2,218,9290940
2017,4,2106,2,222,9784370
2017,4,2106,2,320,21723500
2017,4,2106,2,340,6961350
2017,4,2106,2,558,10389000
2017,4,2106,2,591,6426220
2017,4,2106,2,604,18394500
2017,4,2106,2,76,4304420
2017,4,2106,2,842,115999000
2017,4,2106,2,862,12325000
2017,4,2201,1,242,2367940
2017,4,2201,1,251,9736320
2017,4,2201,1,380,2001230
2017,4,2201,1,579,723364
2017,4,2201,1,724,283083
2017,4,2201,1,842,12902400
2017,4,2201,2,842,42325000
2017,4,2202,1,124,5701550
2017,4,2202,1,380,1816860
2017,4,2202,1,410,2766500
2017,4,2202,1,842,146928000
2017,4,2202,2,192,4232780
2017,4,2202,2,320,4953120
2017,4,2202,2,604,3796640
2017,4,2202,2,842,345156000
2017,4,2203,1,276,2140920
2017,4,2203,1,528,1955320
2017,4,2203,1,56,9473990
2017,4,2203,1,842,170727000
2017,4,2203,2,124,41099000
2017,4,2203,2,152,53685600
2017,4,2203,2,156,81592600
2017,4,2203,2,826,65668200
2017,4,2203,2,842,3255890000
2017,4,2204,1,152,42995700
2017,4,2204,1,251,46956900
2017,4,2204,1,32,20157200
2017,4,2204,1,380,41388500
2017,4,2204,1,724,72812800
2017,4,2204,1,842,19107600
2017,4,2204,2,124,272327
2017,4,2204,2,251,106157
2017,4,2204,2,392,2142800
2017,4,2204,2,826,143545
2017,4,2204,2,842,3675290
2017,4,2205,1,251,46700
2017,4,2205,1,32,23351
2017,4,2205,1,380,311012
2017,4,2205,1,724,669294
2017,4,2206,1,380,248998
2017,4,2206,1,392,606468
2017,4,2206,1,724,1018590
2017,4,2206,1,826,4060110
2017,4,2206,1,842,5993780
2017,4,2206,2,842,485804
2017,4,2207,1,320,13125500
2017,4,2207,1,724,3208480
2017,4,2207,1,842,69106500
2017,4,2207,2,188,29545
2017,4,2207,2,320,544910
2017,4,2207,2,842,1167950
2017,4,2208,1,124,3592330
2017,4,2208,1,192,3348430
2017,4,2208,1,251,20911200
2017,4,2208,1,276,4537970
2017,4,2208,1,320,13097700
2017,4,2208,1,372,10900800
2017,4,2208,1,380,3769780
2017,4,2208,1,724,55646100
2017,4,2208,1,752,9284410
2017,4,2208,1,826,173686000
2017,4,2208,1,842,21042000
2017,4,2208,2,276,23926300
2017,4,2208,2,392,26423100
2017,4,2208,2,724,24135600
2017,4,2208,2,826,14438300
2017,4,2208,2,842,1172120000
2017,4,2208,2,899,45304200
2017,4,2209,1,251,169909
2017,4,2209,1,380,2374280
2017,4,2209,1,724,841490
2017,4,2209,1,842,2716810
2017,4,2301,1,842,55419500
2017,4,2301,2,124,11266300
2017,4,2301,2,152,3876820
2017,4,2301,2,320,3205900
2017,4,2301,2,392,4312490
2017,4,2301,2,490,11746700
2017,4,2301,2,842,15404300
2017,4,2302,1,566,2107280
2017,4,2302,1,842,19575900
2017,4,2303,1,842,399917000
2017,4,2304,1,842,699301000
2017,4,2304,2,842,9720
2017,4,2306,1,124,5029930
2017,4,2306,1,842,25219600
2017,4,2306,2,842,77162
2017,4,2308,1,156,374874
2017,4,2308,1,842,712115
2017,4,2308,2,842,571214
2017,4,2309,1,124,37742800
2017,4,2309,1,156,18055100
2017,4,2309,1,251,16104900
2017,4,2309,1,276,3554330
2017,4,2309,1,699,3094180
2017,4,2309,1,76,3525600
2017,4,2309,1,826,7891060
2017,4,2309,1,842,199032000
2017,4,2309,2,124,764001
2017,4,2309,2,152,1926970
2017,4,2309,2,170,2176990
2017,4,2309,2,214,4579320
2017,4,2309,2,218,1654290
2017,4,2309,2,222,5917190
2017,4,2309,2,320,16895100
2017,4,2309,2,591,2800570
2017,4,2309,2,604,1395000
2017,4,2309,2,608,1146940
2017,4,2309,2,76,1024090
2017,4,2309,2,84,2562010
2017,4,2309,2,842,12518800
2017,4,2401,1,842,42378900
2017,4,2401,2,124,295143
2017,4,2401,2,214,3519060
2017,4,2401,2,340,285897
2017,4,2401,2,842,5841860
2017,4,2402,1,214,246433
2017,4,2402,1,842,275029
2017,4,2402,2,124,152425000
2017,4,2403,1,842,2198940
2017,5,2501,1,208,392340
2017,5,2501,1,276,548646
2017,5,2501,1,392,146942
2017,5,2501,1,842,11207300
2017,5,2501,2,124,7757660
2017,5,2501,2,188,1697910
2017,5,2501,2,222,1305070
2017,5,2501,2,320,3528120
2017,5,2501,2,84,512279
2017,5,2501,2,842,22297800
2017,5,2502,1,380,143363
2017,5,2502,1,842,979277
2017,5,2503,1,842,51542900
2017,5,2504,1,124,1069980
2017,5,2504,1,156,661920
2017,5,2504,1,276,113978
2017,5,2504,1,76,311773
2017,5,2504,1,842,2369620
2017,5,2504,2,842,5497990
2017,5,2505,1,842,93507300
2017,5,2505,2,320,165758
2017,5,2505,2,842,9950890
2017,5,2506,1,156,791595
2017,5,2506,1,276,94117
2017,5,2506,1,380,51199
2017,5,2506,1,76,66646
2017,5,2506,1,842,1569000
2017,5,2506,2,842,12152
2017,5,2507,1,251,1962880
2017,5,2507,1,804,2764240
2017,5,2507,1,842,75426500
2017,5,2507,2,170,51636
2017,5,2507,2,188,6794
2017,5,2507,2,320,78077
2017,5,2507,2,842,350250
2017,5,2508,1,156,802177
2017,5,2508,1,392,855124
2017,5,2508,1,842,50697500
2017,5,2508,2,170,508477
2017,5,2508,2,188,209389
2017,5,2508,2,192,73691
2017,5,2508,2,320,126846
2017,5,2508,2,842,4279230
2017,5,2509,1,156,4825
2017,5,2509,1,842,81193
2017,5,2510,1,842,53619
2017,5,2511,1,156,1725230
2017,5,2511,1,504,6754140
2017,5,2511,1,724,144712
2017,5,2511,1,842,918717
2017,5,2511,2,170,2788450
2017,5,2511,2,842,32712900
2017,5,2512,1,156,23825
2017,5,2512,1,276,270115
2017,5,2512,1,842,582990
2017,5,2513,1,156,226999
2017,5,2513,1,36,858804
2017,5,2513,1,699,194120
2017,5,2513,1,842,2782380
2017,5,2513,2,320,80175
2017,5,2513,2,842,1706850
2017,5,2515,1,156,48323
2017,5,2515,1,380,134829
2017,5,2515,1,724,122564
2017,5,2515,1,76,51774
2017,5,2515,1,842,1244030
2017,5,2515,2,156,12463800
2017,5,2515,2,344,393268
2017,5,2515,2,380,1325370
2017,5,2515,2,490,2635720
2017,5,2515,2,724,684733
2017,5,2516,1,156,23037
2017,5,2516,1,380,12127
2017,5,2516,1,699,40364
2017,5,2516,1,724,50624
2017,5,2516,1,76,220586
2017,5,2516,1,842,311714
2017,5,2516,2,842,702626
2017,5,2517,1,124,683429
2017,5,2517,1,156,252370
2017,5,2517,1,579,2411250
2017,5,2517,1,842,3842010
2017,5,2517,2,320,938090
2017,5,2517,2,842,75108200
2017,5,2518,1,380,812632
2017,5,2518,1,842,1593900
2017,5,2519,1,156,1595350
2017,5,2519,1,276,101547
2017,5,2519,1,376,149684
2017,5,2519,1,724,653194
2017,5,2519,1,76,592930
2017,5,2519,1,826,370341
2017,5,2519,1,842,3399560
2017,5,2519,2,604,281169
2017,5,2519,2,842,8804820
2017,5,2520,1,276,134781
2017,5,2520,1,320,63189
2017,5,2520,1,842,3900350
2017,5,2520,2,152,442852
2017,5,2520,2,170,735672
2017,5,2520,2,188,733253
2017,5,2520,2,218,2790120
2017,5,2520,2,222,303059
2017,5,2520,2,604,2306190
2017,5,2520,2,842,20008700
2017,5,2522,1,842,1331990
2017,5,2522,2,84,138030
2017,5,2522,2,842,4530680
2017,5,2523,1,156,2221370
2017,5,2523,1,528,2209540
2017,5,2523,1,724,519940
2017,5,2523,1,842,13200600
2017,5,2523,2,188,1640700
2017,5,2523,2,320,5421650
2017,5,2523,2,604,2660220
2017,5,2523,2,84,9392270
2017,5,2523,2,842,88526000
2017,5,2525,1,124,481382
2017,5,2525,1,156,475194
2017,5,2525,1,276,109938
2017,5,2525,1,392,172746
2017,5,2525,1,699,106196
2017,5,2525,1,724,638833
2017,5,2525,1,842,1609410
2017,5,2525,2,170,18133
2017,5,2525,2,842,12426
2017,5,2526,1,124,778978
2017,5,2526,1,156,1934540
2017,5,2526,1,392,522744
2017,5,2526,1,410,793696
2017,5,2526,1,76,530395
2017,5,2526,1,842,26680000
2017,5,2526,2,320,121289
2017,5,2526,2,842,36397
2017,5,2528,1,32,123042
2017,5,2528,1,792,828725
2017,5,2528,1,842,23877
2017,5,2529,1,124,2956100
2017,5,2529,1,320,337005
2017,5,2529,1,699,64866
2017,5,2529,1,724,350414
2017,5,2529,1,842,748087
2017,5,2529,2,320,1390760
2017,5,2529,2,380,19551800
2017,5,2529,2,76,4383500
2017,5,2529,2,792,2968500
2017,5,2529,2,842,61683500
2017,5,2530,1,699,411690
2017,5,2530,2,124,375915
2017,5,2530,2,276,3046600
2017,5,2530,2,380,1898780
2017,5,2530,2,76,951793
2017,5,2530,2,842,13328100
2017,5,2601,1,76,114283000
2017,5,2601,1,842,28672300
2017,5,2601,2,156,1958790
2017,5,2602,1,266,11710600
2017,5,2602,1,76,1623300
2017,5,2603,1,124,33835800
2017,5,2603,1,152,39336100
2017,5,2603,1,604,14863200
2017,5,2603,1,842,114931000
2017,5,2603,2,156,1433330000
2017,5,2603,2,410,87312300
2017,5,2603,2,56,22144500
2017,5,2603,2,842,26155800
2017,5,2606,1,156,3981430
2017,5,2606,1,328,3397960
2017,5,2606,1,842,135920
2017,5,2607,1,842,39519000
2017,5,2607,2,156,225962000
2017,5,2607,2,344,15749400
2017,5,2607,2,392,42229300
2017,5,2607,2,410,441324000
2017,5,2607,2,56,253441000
2017,5,2608,1,604,7743530
2017,5,2608,1,842,5808810
2017,5,2608,2,156,9642690
2017,5,2608,2,36,177682000
2017,5,2608,2,392,127787000
2017,5,2608,2,410,235841000
2017,5,2608,2,56,80232200
2017,5,2608,2,757,8924700
2017,5,2610,1,710,4387360
2017,5,2610,1,842,304799
2017,5,2613,1,152,12844700
2017,5,2613,1,842,8667280
2017,5,2614,1,36,28767800
2017,5,2614,1,694,26237600
2017,5,2614,1,710,3051880
2017,5,2614,1,804,2789320
2017,5,2614,2,170,242322
2017,5,2614,2,842,901020
2017,5,2615,1,36,3511370
2017,5,2615,1,710,1450490
2017,5,2615,1,724,295692
2017,5,2615,1,842,4102520
2017,5,2615,2,842,2979060
2017,5,2616,1,124,228331
2017,5,2616,1,842,22036
2017,5,2616,2,124,90371400
2017,5,2616,2,156,174442000
2017,5,2616,2,276,32056900
2017,5,2616,2,344,13205600
2017,5,2616,2,392,40470000
2017,5,2616,2,410,132484000
2017,5,2616,2,56,8965310
2017,5,2617,1,124,13989
2017,5,2617,1,36,17200
2017,5,2617,1,40,685532
2017,5,2617,1,842,34152
2017,5,2617,2,842,47193
2017,5,2618,1,842,1193040
2017,5,2619,2,842,467027
2017,5,2620,1,842,4154740
2017,5,2620,2,842,5267300
2017,5,2621,1,124,32212
2017,5,2621,1,842,2425990
2017,5,2701,1,170,657111000
2017,5,2701,1,842,214939000
2017,5,2701,2,320,279329
2017,5,2703,1,124,15295300
2017,5,2703,1,233,2374260
2017,5,2703,1,440,315413
2017,5,2703,1,528,5568530
2017,5,2703,1,724,733079
2017,5,2703,1,842,486051
2017,5,2704,1,156,191294000
2017,5,2704,1,170,63620100
2017,5,2704,1,724,3806130
2017,5,2704,1,842,74737700
2017,5,2704,2,842,5161
2017,5,2707,1,724,1042160
2017,5,2707,1,842,53754100
2017,5,2707,2,320,817996
2017,5,2707,2,842,10916000
2017,5,2708,1,156,34486
2017,5,2708,1,842,206588
2017,5,2709,1,842,109344
2017,5,2709,2,156,363725000
2017,5,2709,2,392,826899000
2017,5,2709,2,410,1572680000
2017,5,2709,2,528,306889000
2017,5,2709,2,699,2674730000
2017,5,2709,2,724,3002650000
2017,5,2709,2,842,10529900000
2017,5,2711,1,124,164194000
2017,5,2711,1,842,7830340000
2017,5,2711,2,842,2481140
2017,5,2712,1,156,149975000
2017,5,2712,1,392,7911860
2017,5,2712,1,458,5589030
2017,5,2712,1,842,36015200
2017,5,2712,2,170,18362
2017,5,2712,2,188,9372
2017,5,2712,2,222,3944
2017,5,2712,2,320,26542
2017,5,2712,2,842,217976
2017,5,2713,1,276,5779230
2017,5,2713,1,842,503905000
2017,5,2713,2,320,220810
2017,5,2713,2,842,3435010
2017,5,2714,1,170,14531
2017,5,2714,1,842,378989
2017,5,2715,1,124,117929
2017,5,2715,1,842,7440520
2017,5,2715,2,170,52918
2017,5,2715,2,222,9636
2017,5,2715,2,320,50600
2017,5,2715,2,558,8136
2017,5,2715,2,591,5312
2017,5,2715,2,842,55263
2017,5,2716,1,320,2736480
2017,5,2716,1,842,247050000
2017,5,2716,2,842,99935900
2017,6,2801,1,152,6545330
2017,6,2801,1,842,17594000
2017,6,2801,2,320,362665
2017,6,2802,1,842,8328
2017,6,2803,1,124,1765580
2017,6,2803,1,170,2312790
2017,6,2803,1,276,2221040
2017,6,2803,1,392,924055
2017,6,2803,1,643,589762
2017,6,2803,1,842,43171100
2017,6,2803,2,724,5823920
2017,6,2803,2,76,6174900
2017,6,2803,2,842,26521500
2017,6,2804,1,156,55430300
2017,6,2804,1,842,61850700
2017,6,2804,2,188,141035
2017,6,2804,2,192,319856
2017,6,2804,2,222,343311
2017,6,2804,2,320,375462
2017,6,2804,2,591,66130
2017,6,2804,2,604,200718
2017,6,2804,2,76,214478
2017,6,2804,2,842,2680050
2017,6,2805,1,156,4178060
2017,6,2805,1,251,50793
2017,6,2805,1,842,763677
2017,6,2805,2,152,661661
2017,6,2805,2,68,3098360
2017,6,2805,2,842,89563
2017,6,2806,1,124,52874
2017,6,2806,1,276,78348
2017,6,2806,1,842,1436560
2017,6,2806,2,188,4095
2017,6,2806,2,192,18803
2017,6,2806,2,218,3642
2017,6,2806,2,320,4132
2017,6,2806,2,842,74715
2017,6,2807,1,124,22153
2017,6,2807,1,276,34000
2017,6,2807,1,842,1300390
2017,6,2807,2,152,5382660
2017,6,2807,2,320,652761
2017,6,2807,2,76,1306250
2017,6,2807,2,842,14135800
2017,6,2808,1,842,2965330
2017,6,2808,2,842,18129
2017,6,2809,1,156,2323220
2017,6,2809,1,504,15555300
2017,6,2809,1,842,87930200
2017,6,2809,2,170,3326490
2017,6,2809,2,188,502985
2017,6,2809,2,320,846313
2017,6,2809,2,604,11787600
2017,6,2809,2,842,11811600
2017,6,2810,1,152,1756400
2017,6,2810,1,604,860576
2017,6,2810,1,68,308926
2017,6,2810,1,792,1020130
2017,6,2810,1,842,4107330
2017,6,2812,1,156,190578
2017,6,2812,1,276,5306230
2017,6,2812,1,757,177598
2017,6,2812,1,842,1092840
2017,6,2813,1,380,1609370
2017,6,2813,1,842,9368670
2017,6,2814,1,780,70663800
2017,6,2814,1,842,22466500
2017,6,2814,2,320,1274430
2017,6,2815,1,156,2375120
2017,6,2815,1,410,1308540
2017,6,2815,1,604,5088180
2017,6,2815,1,842,112685000
2017,6,2815,2,192,1020310
2017,6,2815,2,320,2207370
2017,6,2815,2,842,3550360
2017,6,2816,1,156,278159
2017,6,2816,1,276,510344
2017,6,2816,1,376,336819
2017,6,2816,1,392,149611
2017,6,2816,1,842,1484520
2017,6,2816,2,842,3476670
2017,6,2817,1,124,3793220
2017,6,2817,1,380,3113210
2017,6,2817,1,410,1355040
2017,6,2817,1,842,82545500
2017,6,2817,2,724,42263700
2017,6,2817,2,76,4213080
2017,6,2817,2,842,83545400
2017,6,2818,1,124,1178180
2017,6,2818,1,156,17133900
2017,6,2818,1,251,933779
2017,6,2818,1,276,4903150
2017,6,2818,1,40,1530620
2017,6,2818,1,528,2104060
2017,6,2818,1,76,12780600
2017,6,2818,1,842,50353700
2017,6,2818,2,124,22719
2017,6,2818,2,188,23676
2017,6,2818,2,218,20663
2017,6,2818,2,320,11050
2017,6,2818,2,340,23345
2017,6,2818,2,842,766408
2017,6,2819,1,156,1009710
2017,6,2819,1,276,111935
2017,6,2819,1,398,1206070
2017,6,2819,1,710,493740
2017,6,2819,1,724,83011
2017,6,2819,1,842,3178300
2017,6,2819,2,842,165815
2017,6,2820,1,36,19936
2017,6,2820,1,76,40458
2017,6,2820,1,842,1694440
2017,6,2820,2,218,61788
2017,6,2820,2,842,1468930
2017,6,2821,1,156,5053450
2017,6,2821,1,170,574548
2017,6,2821,1,251,279140
2017,6,2821,1,276,8904650
2017,6,2821,1,76,1913370
2017,6,2821,1,842,5838450
2017,6,2821,2,170,14198
2017,6,2821,2,32,65613
2017,6,2821,2,320,37545
2017,6,2821,2,842,36030
2017,6,2822,1,156,1194660
2017,6,2822,1,56,4746840
2017,6,2822,1,842,426718
2017,6,2823,1,124,778547
2017,6,2823,1,156,7787480
2017,6,2823,1,203,7063200
2017,6,2823,1,246,581100
2017,6,2823,1,276,2584130
2017,6,2823,2,170,92422
2017,6,2823,2,320,65918
2017,6,2823,2,76,202690
2017,6,2823,2,842,838051
2017,6,2824,1,710,1935090
2017,6,2824,1,842,1825470
2017,6,2824,2,842,224672
2017,6,2825,1,112,304357
2017,6,2825,1,152,3235270
2017,6,2825,1,156,4100460
2017,6,2825,1,251,393026
2017,6,2825,1,276,2265550
2017,6,2825,1,392,511396
2017,6,2825,1,410,649268
2017,6,2825,1,528,235243
2017,6,2825,1,56,2997130
2017,6,2825,1,826,372524
2017,6,2825,1,842,7491410
2017,6,2825,2,188,151204
2017,6,2825,2,192,282987
2017,6,2825,2,276,880855
2017,6,2825,2,842,11537300
2017,6,2826,1,156,2979260
2017,6,2826,1,276,440789
2017,6,2826,1,348,344947
2017,6,2826,1,490,566977
2017,6,2826,1,56,343555
2017,6,2826,1,724,1087200
2017,6,2826,1,826,248714
2017,6,2826,1,842,1058530
2017,6,2826,2,76,4215870
2017,6,2826,2,842,15582200
2017,6,2827,1,251,453289
2017,6,2827,1,490,783645
2017,6,2827,2,152,1559130
2017,6,2827,2,170,831902
2017,6,2827,2,222,46228
2017,6,2827,2,320,518272
2017,6,2827,2,591,128553
2017,6,2827,2,76,1222290
2017,6,2828,1,156,2916320
2017,6,2828,1,392,277813
2017,6,2828,1,842,6162810
2017,6,2828,2,188,21987
2017,6,2828,2,192,474226
2017,6,2828,2,222,11476
2017,6,2828,2,320,82898
2017,6,2828,2,591,31431
2017,6,2828,2,84,251300
2017,6,2828,2,842,144910
2017,6,2829,1,124,110387
2017,6,2829,1,156,2787930
2017,6,2829,1,251,112348
2017,6,2829,1,699,239167
2017,6,2829,1,842,2529780
2017,6,2829,2,222,69114
2017,6,2830,1,156,561974
2017,6,2830,1,276,292742
2017,6,2830,1,380,961111
2017,6,2830,1,40,294673
2017,6,2830,1,842,20267200
2017,6,2830,2,170,69650
2017,6,2830,2,842,5270870
2017,6,2831,1,156,4341460
2017,6,2831,1,276,4152780
2017,6,2831,1,380,1922860
2017,6,2831,1,699,1562090
2017,6,2832,1,156,2820170
2017,6,2832,1,276,4234750
2017,6,2832,1,380,3346200
2017,6,2832,1,842,23602700
2017,6,2832,2,188,1668
2017,6,2832,2,192,6041
2017,6,2832,2,558,2450
2017,6,2832,2,862,21652
2017,6,2834,1,152,1424230
2017,6,2834,1,156,5652590
2017,6,2834,1,276,2041880
2017,6,2834,1,376,1711710
2017,6,2834,1,699,262319
2017,6,2834,1,842,6956160
2017,6,2834,2,76,85962
2017,6,2834,2,842,2898220
2017,6,2835,1,156,13412100
2017,6,2835,1,251,1430010
2017,6,2835,1,276,8516580
2017,6,2835,1,56,4164980
2017,6,2835,1,724,919764
2017,6,2835,1,842,23114700
2017,6,2835,2,152,1523660
2017,6,2835,2,170,1818760
2017,6,2835,2,188,507233
2017,6,2835,2,218,642873
2017,6,2835,2,320,2909710
2017,6,2835,2,604,5663400
2017,6,2835,2,842,27283400
2017,6,2837,1,156,30889800
2017,6,2837,1,203,2886180
2017,6,2837,1,276,10724500
2017,6,2837,1,392,5041840
2017,6,2837,1,410,10737500
2017,6,2837,1,842,123061000
2017,6,2837,2,188,30339
2017,6,2837,2,842,12921
2017,6,2839,1,156,236683
2017,6,2839,1,392,204968
2017,6,2839,1,410,105912
2017,6,2839,1,56,338339
2017,6,2839,1,724,681551
2017,6,2839,1,76,133372
2017,6,2839,1,842,5284920
2017,6,2839,2,320,1274860
2017,6,2839,2,591,29428
2017,6,2839,2,842,639670
2017,6,2840,1,156,345739
2017,6,2840,1,380,355127
2017,6,2840,1,40,295216
2017,6,2840,1,604,192581
2017,6,2840,1,792,978626
2017,6,2840,1,842,15065000
2017,6,2840,2,188,321099
2017,6,2841,1,124,2958600
2017,6,2841,1,156,2573190
2017,6,2841,1,392,3626290
2017,6,2841,1,724,290307
2017,6,2841,1,842,15611000
2017,6,2841,2,152,26065
2017,6,2841,2,170,37377
2017,6,2841,2,218,141280
2017,6,2841,2,320,31269
2017,6,2841,2,604,19684
2017,6,2841,2,76,107634
2017,6,2841,2,842,984583
2017,6,2842,1,156,6778420
2017,6,2842,1,276,4456710
2017,6,2842,1,392,347874
2017,6,2842,1,699,685649
2017,6,2842,1,826,779944
2017,6,2842,1,842,11622900
2017,6,2842,2,170,172770
2017,6,2842,2,188,140530
2017,6,2842,2,218,9649
2017,6,2842,2,320,44287
2017,6,2842,2,604,68232
2017,6,2842,2,842,169570
2017,6,2843,1,842,298844000
2017,6,2843,2,188,19533
2017,6,2843,2,842,999383
2017,6,2844,1,124,2561190
2017,6,2844,1,276,906689
2017,6,2844,1,36,160231
2017,6,2844,1,528,1276960
2017,6,2844,1,842,6736860
2017,6,2844,2,842,634719
2017,6,2845,1,124,20890
2017,6,2845,1,276,67710
2017,6,2845,1,643,127535
2017,6,2845,1,842,205400
2017,6,2846,1,156,1416620
2017,6,2846,1,276,240921
2017,6,2846,1,40,71739
2017,6,2846,1,724,301605
2017,6,2846,1,842,2110890
2017,6,2846,2,842,161508
2017,6,2847,1,842,22667200
2017,6,2847,2,188,50906
2017,6,2847,2,192,109742
2017,6,2847,2,218,29530
2017,6,2847,2,320,197390
2017,6,2847,2,591,89054
2017,6,2847,2,842,1263540
2017,6,2849,1,156,13700800
2017,6,2849,1,392,4415060
2017,6,2849,1,579,3041410
2017,6,2849,1,76,1368820
2017,6,2849,1,842,2467360
2017,6,2849,2,320,540552
2017,6,2849,2,842,673410
2017,6,2850,1,156,336059
2017,6,2850,1,246,58609
2017,6,2850,1,276,85590
2017,6,2850,1,699,108039
2017,6,2850,1,842,1667100
2017,6,2852,1,32,228946
2017,6,2852,1,699,36000
2017,6,2852,1,842,4670
2017,6,2853,1,156,1332220
2017,6,2853,1,276,442220
2017,6,2853,1,757,35208
2017,6,2853,1,842,1522000
2017,6,2853,2,124,4292
2017,6,2853,2,170,3626
2017,6,2853,2,188,26618
2017,6,2853,2,222,20035
2017,6,2853,2,320,31533
2017,6,2853,2,604,18987
2017,6,2853,2,842,101395
2017,6,2901,1,380,5565350
2017,6,2901,1,528,23516700
2017,6,2901,1,724,26611200
2017,6,2901,1,76,45218300
2017,6,2901,1,826,34254500
2017,6,2901,1,842,416843000
2017,6,2901,2,192,1085840
2017,6,2901,2,222,519333
2017,6,2901,2,320,1356150
2017,6,2901,2,558,444635
2017,6,2901,2,842,24533400
2017,6,2902,1,410,29454500
2017,6,2902,1,528,80457800
2017,6,2902,1,842,1634120000
2017,6,2902,2,218,987439
2017,6,2902,2,222,1210750
2017,6,2902,2,320,2402380
2017,6,2902,2,604,258899
2017,6,2902,2,842,16184000
2017,6,2903,1,156,43290600
2017,6,2903,1,842,563970000
2017,6,2903,2,152,372409
2017,6,2903,2,170,1461850
2017,6,2903,2,214,1165730
2017,6,2903,2,218,319890
2017,6,2903,2,222,847717
2017,6,2903,2,32,1182310
2017,6,2903,2,320,539362
2017,6,2903,2,558,771114
2017,6,2903,2,591,389567
2017,6,2903,2,76,1872360
2017,6,2903,2,842,14104300
2017,6,2904,1,156,1372700
2017,6,2904,1,251,287714
2017,6,2904,1,276,200952
2017,6,2904,1,380,200039
2017,6,2904,1,392,203803
2017,6,2904,1,56,418061
2017,6,2904,1,699,1388450
2017,6,2904,1,826,301410
2017,6,2904,1,842,8480020
2017,6,2904,2,170,15827
2017,6,2904,2,222,13468
2017,6,2904,2,842,63962
2017,6,2906,1,156,13753700
2017,6,2906,1,251,1918220
2017,6,2906,1,276,3167190
2017,6,2906,1,392,497108
2017,6,2906,1,528,1862780
2017,6,2906,1,699,5489550
2017,6,2906,1,724,574620
2017,6,2906,1,757,2310590
2017,6,2906,1,842,8521150
2017,6,2906,2,156,112126
2017,6,2906,2,170,60460
2017,6,2906,2,32,270868
2017,6,2906,2,320,47195
2017,6,2906,2,76,321404
2017,6,2906,2,842,973374
2017,6,2907,1,156,2541650
2017,6,2907,1,276,3335330
2017,6,2907,1,380,879421
2017,6,2907,1,392,1441110
2017,6,2907,1,40,638757
2017,6,2907,1,490,2981980
2017,6,2907,1,616,1642850
2017,6,2907,1,643,2147320
2017,6,2907,1,699,2023980
2017,6,2907,1,842,44347200
2017,6,2907,2,170,35330
2017,6,2907,2,192,159865
2017,6,2907,2,218,9755
2017,6,2907,2,320,97767
2017,6,2907,2,604,95598
2017,6,2907,2,76,50330
2017,6,2907,2,842,93866
2017,6,2908,1,156,1713580
2017,6,2908,1,276,160327
2017,6,2908,1,699,1885170
2017,6,2908,1,842,748068
2017,6,2908,2,724,4071250
2017,6,2908,2,842,9189120
2017,6,2909,1,124,9394510
2017,6,2909,1,156,19335100
2017,6,2909,1,528,100224000
2017,6,2909,1,842,376190000
2017,6,2909,2,152,113664
2017,6,2909,2,170,309164
2017,6,2909,2,218,265131
2017,6,2909,2,32,520005
2017,6,2909,2,320,423288
2017,6,2909,2,604,68430
2017,6,2909,2,76,1473330
2017,6,2909,2,842,2650630
2017,6,2910,1,757,808249
2017,6,2910,1,842,63439200
2017,6,2911,1,156,317144
2017,6,2911,1,276,301395
2017,6,2911,1,56,150635
2017,6,2911,1,724,118881
2017,6,2911,1,757,166636
2017,6,2911,1,842,1180730
2017,6,2911,2,170,8390
2017,6,2911,2,842,613311
2017,6,2912,1,156,8837260
2017,6,2912,1,251,1178760
2017,6,2912,1,276,5167900
2017,6,2912,1,392,8855480
2017,6,2912,1,699,6454210
2017,6,2912,1,724,2481070
2017,6,2912,1,757,2504570
2017,6,2912,1,826,1838870
2017,6,2912,1,842,23308900
2017,6,2912,2,32,263467
2017,6,2912,2,320,140410
2017,6,2912,2,702,951598
2017,6,2912,2,76,580423
2017,6,2912,2,842,10697000
2017,6,2913,1,156,848641
2017,6,2913,1,842,244383
2017,6,2914,1,251,2972980
2017,6,2914,1,699,8707400
2017,6,2914,1,757,11258600
2017,6,2914,2,192,383979
2017,6,2914,2,222,529287
2017,6,2914,2,32,315976
2017,6,2914,2,320,1117350
2017,6,2914,2,76,3704370
2017,6,2914,2,842,14405500
2017,6,2916,1,699,5909470
2017,6,2916,1,842,189479000
2017,6,2916,2,76,1794140
2017,6,2916,2,842,61461900
2017,6,2917,1,251,1869950
2017,6,2917,1,490,5465440
2017,6,2917,1,842,85874000
2017,6,2917,2,32,30414800
2017,6,2917,2,76,173969000
2017,6,2917,2,842,219272000
2017,6,2919,1,156,3209560
2017,6,2919,1,276,1169240
2017,6,2919,1,392,467350
2017,6,2919,1,699,889802
2017,6,2919,1,842,3183870
2017,6,2919,2,170,400097
2017,6,2919,2,842,301784
2017,6,2920,1,156,750077
2017,6,2920,1,276,1156920
2017,6,2920,1,380,3205420
2017,6,2920,1,410,975914
2017,6,2920,1,490,760857
2017,6,2920,1,699,3474850
2017,6,2920,1,842,15158400
2017,6,2920,2,170,740940
2017,6,2920,2,76,331966
2017,6,2920,2,842,4177600
2017,6,2921,1,156,33698700
2017,6,2921,1,276,12043300
2017,6,2921,1,380,1992540
2017,6,2921,1,392,3102080
